2024-10-04 09:40:59,400::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:40:33,186::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:40:33,189::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:40:33,313::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:40:33,317::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:42:03,195::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:42:03,197::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:42:03,329::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:42:03,331::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:43:33,208::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:43:33,210::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:43:33,334::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:43:33,337::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:45:03,208::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:45:03,216::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:45:03,366::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:45:03,374::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:46:33,212::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:46:33,215::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:46:33,356::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:46:33,365::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:48:03,231::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:48:03,233::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:48:03,357::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:48:03,359::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:49:33,239::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:49:33,242::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:49:33,359::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:49:33,367::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:51:03,242::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:51:03,245::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:51:03,378::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:51:03,380::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:52:33,245::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:52:33,248::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:52:33,373::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:52:33,381::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:54:03,254::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:54:03,256::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:54:03,379::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:54:03,382::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:55:33,262::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:55:33,271::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:55:33,407::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:55:33,411::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:57:03,275::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:57:03,278::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:57:03,404::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:57:03,407::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:58:33,288::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:58:33,293::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:58:33,408::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 20:58:33,410::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:00:03,294::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:00:03,296::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:00:03,424::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:00:03,429::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:01:33,311::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:01:33,314::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:01:33,431::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:01:33,433::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:03:03,323::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:03:03,326::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:03:03,429::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:03:03,432::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:04:33,327::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:04:33,330::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:04:33,442::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:04:33,444::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:06:03,327::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:06:03,330::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:06:03,458::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:06:03,468::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:07:33,328::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:07:33,330::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:07:33,462::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:07:33,470::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:09:03,341::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:09:03,344::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:09:03,462::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:09:03,470::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:10:33,350::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:10:33,353::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:10:33,489::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:10:33,491::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:12:03,363::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:12:03,368::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:12:03,473::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:12:03,482::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:13:33,378::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:13:33,387::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 21:13:33,481::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
